Fecha de solicitud;Provincia;Número de ampliaciones
2024-10-29;MADRID;1
2024-10-29;VALENCIA;1
2024-10-30;BIZKAIA;1
2024-10-30;CIUDAD REAL;1
2024-10-30;MADRID;1
2024-10-30;MURCIA;1
2024-10-31;BIZKAIA;1
2024-10-31;GIPUZKOA;2
2024-10-31;TOLEDO;1
2024-11-01;CUENCA;1
2024-11-04;ASTURIAS;1
2024-11-04;BIZKAIA;2
2024-11-04;MADRID;1
2024-11-05;ALAVA;1
2024-11-05;BIZKAIA;1
2024-11-05;CUENCA;1
2024-11-05;MADRID;1
2024-11-06;ALICANTE;1
2024-11-06;GIPUZKOA;2
2024-11-06;MADRID;1
2024-11-06;TOLEDO;1
2024-11-07;BIZKAIA;1
2024-11-07;CUENCA;1
2024-11-07;PALENCIA;1
2024-11-07;TOLEDO;1
2024-11-08;BIZKAIA;1
2024-11-08;CASTELLON;1
2024-11-11;ALBACETE;1
2024-11-11;ASTURIAS;2
2024-11-11;CUENCA;1
2024-11-11;MADRID;1
2024-11-12;BIZKAIA;1
2024-11-13;ALICANTE;1
2024-11-13;BIZKAIA;3
2024-11-13;GIPUZKOA;1
2024-11-14;CASTELLON;1
2024-11-14;GIPUZKOA;1
2024-11-14;MURCIA;1
2024-11-14;SEGOVIA;1
2024-11-15;ASTURIAS;2
2024-11-15;CIUDAD REAL;1
2024-11-15;GIPUZKOA;1
2024-11-15;VALENCIA;2
2024-11-18;AVILA;1
2024-11-19;BIZKAIA;2
2024-11-19;CASTELLON;1
2024-11-20;BIZKAIA;1
2024-11-20;GIPUZKOA;1
2024-11-20;VALENCIA;2
2024-11-21;ALAVA;1
2024-11-21;ASTURIAS;1
2024-11-21;GUADALAJARA;1
2024-11-21;TOLEDO;1
2024-11-22;ALICANTE;1
2024-11-22;CASTELLON;1
2024-11-22;MADRID;1
2024-11-23;MADRID;1
2024-11-25;GIPUZKOA;1
2024-11-26;ALICANTE;1
2024-11-26;ASTURIAS;1
2024-11-26;BIZKAIA;1
2024-11-26;CUENCA;1
2024-11-26;GIPUZKOA;1
2024-11-26;VALENCIA;2
2024-11-27;ALICANTE;1
2024-11-27;BIZKAIA;1
2024-11-27;GIPUZKOA;1
2024-11-28;ALAVA;1
2024-11-28;GIPUZKOA;1
2024-11-28;VALENCIA;2
2024-11-29;GIPUZKOA;1
2024-11-29;VALENCIA;1
2024-12-02;ALICANTE;1
2024-12-02;BIZKAIA;1
2024-12-02;CUENCA;1
2024-12-02;GIPUZKOA;2
2024-12-03;ALBACETE;2
2024-12-03;GIPUZKOA;2
2024-12-03;TOLEDO;1
2024-12-03;VALENCIA;1
2024-12-04;ALICANTE;1
2024-12-04;GIPUZKOA;1
2024-12-04;MADRID;1
2024-12-05;BIZKAIA;1
2024-12-09;ALICANTE;1
2024-12-09;ASTURIAS;1
2024-12-10;TOLEDO;1
2024-12-10;VALENCIA;1
2024-12-11;ASTURIAS;1
2024-12-11;CIUDAD REAL;1
2024-12-11;TOLEDO;1
2024-12-12;ASTURIAS;1
2024-12-12;BIZKAIA;1
2024-12-13;ASTURIAS;1
2024-12-13;BIZKAIA;1
2024-12-13;CIUDAD REAL;1
2024-12-13;VALENCIA;2
2024-12-16;BIZKAIA;2
2024-12-16;GIPUZKOA;1
2024-12-16;TOLEDO;1
2024-12-17;ALAVA;1
2024-12-18;BIZKAIA;3
2024-12-18;CIUDAD REAL;1
2024-12-19;ASTURIAS;1
2024-12-19;CUENCA;1
2024-12-19;GIPUZKOA;2
2024-12-19;VALENCIA;1
2024-12-20;ALAVA;1
2024-12-20;ALICANTE;1
2024-12-20;CIUDAD REAL;1
2024-12-20;GIPUZKOA;1
2024-12-23;MADRID;1
2024-12-23;SALAMANCA;1
2024-12-23;TOLEDO;1
2024-12-24;VALENCIA;1
2024-12-26;CASTELLON;1
2024-12-26;GIPUZKOA;2
2024-12-26;SALAMANCA;1
2024-12-26;VALENCIA;2
2024-12-27;GIPUZKOA;1
2024-12-27;TOLEDO;1
2024-12-27;VALENCIA;1
2024-12-30;BIZKAIA;2
2024-12-30;CASTELLON;1
2024-12-30;MADRID;1
2024-12-30;PALENCIA;1
2024-12-30;TOLEDO;2
2024-12-30;VALENCIA;1
2024-12-31;ASTURIAS;1
2025-01-01;CASTELLON;1
2025-01-02;ASTURIAS;1
2025-01-02;AVILA;1
2025-01-03;GIPUZKOA;1
2025-01-03;VALENCIA;1
2025-01-07;VALENCIA;1
2025-01-08;MADRID;1
2025-01-08;TOLEDO;1
2025-01-08;VALENCIA;1
2025-01-09;ASTURIAS;1
2025-01-09;BIZKAIA;2
2025-01-09;CIUDAD REAL;1
2025-01-09;MURCIA;1
2025-01-10;ALAVA;1
2025-01-10;BIZKAIA;2
2025-01-10;GIPUZKOA;1
2025-01-10;VALENCIA;1
2025-01-11;ASTURIAS;1
2025-01-11;BIZKAIA;5
2025-01-11;CIUDAD REAL;1
2025-01-11;LEON;1
2025-01-11;MADRID;2
2025-01-13;ASTURIAS;3
2025-01-13;BIZKAIA;2
2025-01-13;VALENCIA;1
2025-01-13;VALLADOLID;1
2025-01-14;BIZKAIA;1
2025-01-15;A CORUÑA;1
2025-01-15;ASTURIAS;1
2025-01-15;CIUDAD REAL;1
2025-01-15;GIPUZKOA;1
2025-01-15;HUESCA;1
2025-01-15;LLEIDA;3
2025-01-15;LUGO;1
2025-01-15;MADRID;2
2025-01-15;MALAGA;1
2025-01-15;NAVARRA;1
2025-01-15;PONTEVEDRA;1
2025-01-16;A CORUÑA;1
2025-01-16;ALAVA;1
2025-01-16;BARCELONA;1
2025-01-16;BIZKAIA;1
2025-01-16;CIUDAD REAL;2
2025-01-16;CUENCA;1
2025-01-16;HUESCA;1
2025-01-16;MALAGA;1
2025-01-17;GRANADA;1
2025-01-17;TERUEL;4
2025-01-20;ALMERIA;2
2025-01-20;BADAJOZ;1
2025-01-20;BIZKAIA;2
2025-01-20;CACERES;1
2025-01-20;GIPUZKOA;1
2025-01-20;JAEN;1
2025-01-20;MALAGA;1
2025-01-21;BIZKAIA;1
2025-01-21;CIUDAD REAL;1
2025-01-21;GIRONA;1
2025-01-21;GRANADA;1
2025-01-21;JAEN;1
2025-01-21;VALENCIA;1
2025-01-21;ZARAGOZA;1
2025-01-22;BIZKAIA;1
2025-01-22;CUENCA;1
2025-01-22;GIPUZKOA;3
2025-01-22;GIRONA;1
2025-01-22;GRANADA;1
2025-01-22;JAEN;1
2025-01-22;MURCIA;1
2025-01-22;TERUEL;1
2025-01-22;ZARAGOZA;1
2025-01-23;BARCELONA;1
2025-01-23;CADIZ;1
2025-01-23;TOLEDO;1
2025-01-23;VALENCIA;1
2025-01-24;ASTURIAS;1
2025-01-24;CASTELLON;1
2025-01-24;GIPUZKOA;1
2025-01-24;HUESCA;1
2025-01-24;MADRID;1
2025-01-24;NAVARRA;1
2025-01-24;PONTEVEDRA;1
2025-01-24;TARRAGONA;1
2025-01-24;TERUEL;1
2025-01-24;ZARAGOZA;1
2025-01-27;A CORUÑA;1
2025-01-27;ASTURIAS;1
2025-01-27;AVILA;1
2025-01-27;BIZKAIA;1
2025-01-27;CACERES;1
2025-01-27;GIPUZKOA;1
2025-01-27;GIRONA;1
2025-01-27;HUESCA;1
2025-01-27;MADRID;1
2025-01-27;SEVILLA;1
2025-01-27;TOLEDO;1
2025-01-27;VALENCIA;1
2025-01-27;ZARAGOZA;1
2025-01-28;A CORUÑA;1
2025-01-28;ASTURIAS;1
2025-01-28;BIZKAIA;3
2025-01-28;CADIZ;1
2025-01-28;MADRID;1
2025-01-28;PONTEVEDRA;1
2025-01-29;A CORUÑA;1
2025-01-29;CASTELLON;1
2025-01-29;GIPUZKOA;2
2025-01-29;MADRID;1
2025-01-29;SORIA;1
2025-01-29;ZARAGOZA;1
2025-01-30;A CORUÑA;2
2025-01-30;ALBACETE;1
2025-01-30;ALMERIA;1
2025-01-30;BARCELONA;1
2025-01-30;BIZKAIA;2
2025-01-30;CADIZ;1
2025-01-30;CORDOBA;1
2025-01-30;JAEN;1
2025-01-30;LLEIDA;1
2025-01-30;OURENSE;1
2025-01-30;SALAMANCA;1
2025-01-30;SEVILLA;1
2025-01-30;TERUEL;1
2025-01-30;TOLEDO;2
2025-01-30;VALENCIA;1
2025-01-31;ALMERIA;1
2025-01-31;LLEIDA;1
2025-02-03;ALICANTE;1
2025-02-03;BARCELONA;1
2025-02-03;BIZKAIA;1
2025-02-03;CUENCA;2
2025-02-03;HUELVA;1
2025-02-03;MALAGA;1
2025-02-03;PONTEVEDRA;2
2025-02-03;TOLEDO;1
2025-02-03;ZARAGOZA;2
2025-02-04;BIZKAIA;1
2025-02-04;GIPUZKOA;2
2025-02-04;LLEIDA;1
2025-02-04;LUGO;1
2025-02-04;MADRID;1
2025-02-04;NAVARRA;1
2025-02-04;TOLEDO;1
2025-02-05;ALICANTE;2
2025-02-05;BARCELONA;2
2025-02-05;BIZKAIA;1
2025-02-05;GIRONA;2
2025-02-05;HUESCA;1
2025-02-05;MURCIA;1
2025-02-05;TERUEL;1
2025-02-06;A CORUÑA;1
2025-02-06;BIZKAIA;3
2025-02-06;LLEIDA;1
2025-02-06;TARRAGONA;1
2025-02-06;VALENCIA;1
2025-02-07;ALMERIA;1
2025-02-07;ASTURIAS;1
2025-02-07;BARCELONA;1
2025-02-07;CIUDAD REAL;1
2025-02-07;MALAGA;1
2025-02-07;PALENCIA;1
2025-02-07;SALAMANCA;1
2025-02-07;TOLEDO;1
2025-02-08;ALICANTE;1
2025-02-08;BARCELONA;2
2025-02-09;BARCELONA;1
2025-02-10;ALICANTE;1
2025-02-10;ASTURIAS;2
2025-02-10;BADAJOZ;1
2025-02-10;BIZKAIA;1
2025-02-10;CASTELLON;1
2025-02-10;GIPUZKOA;1
2025-02-10;GRANADA;1
2025-02-10;HUESCA;1
2025-02-10;LLEIDA;1
2025-02-10;MADRID;1
2025-02-10;NAVARRA;1
2025-02-10;PONTEVEDRA;1
2025-02-10;VALENCIA;2
2025-02-10;ZARAGOZA;1
2025-02-11;A CORUÑA;1
2025-02-11;ALBACETE;1
2025-02-11;BIZKAIA;3
2025-02-11;CACERES;1
2025-02-11;GIRONA;1
2025-02-11;GRANADA;1
2025-02-11;HUELVA;1
2025-02-11;SEVILLA;1
2025-02-11;TARRAGONA;1
2025-02-11;TOLEDO;1
2025-02-12;BARCELONA;1
2025-02-12;BIZKAIA;1
2025-02-12;HUESCA;1
2025-02-12;LLEIDA;1
2025-02-12;MALAGA;1
2025-02-12;ZARAGOZA;1
2025-02-13;ALBACETE;1
2025-02-13;CASTELLON;2
2025-02-13;CIUDAD REAL;1
2025-02-13;GIPUZKOA;1
2025-02-13;HUESCA;1
2025-02-13;MADRID;1
2025-02-13;NAVARRA;1
2025-02-13;TOLEDO;1
2025-02-13;VALENCIA;1
2025-02-14;A CORUÑA;2
2025-02-14;ALICANTE;1
2025-02-14;ASTURIAS;1
2025-02-14;BARCELONA;1
2025-02-14;BIZKAIA;2
2025-02-14;CORDOBA;2
2025-02-14;CUENCA;1
2025-02-14;GRANADA;1
2025-02-14;MADRID;1
2025-02-14;MURCIA;3
2025-02-14;NAVARRA;1
2025-02-14;PONTEVEDRA;1
2025-02-14;SALAMANCA;1
2025-02-14;SEVILLA;1
2025-02-14;TOLEDO;1
2025-02-14;VALENCIA;1
2025-02-14;ZARAGOZA;2
2025-02-17;A CORUÑA;1
2025-02-17;BIZKAIA;2
2025-02-17;GRANADA;1
2025-02-17;JAEN;1
2025-02-17;SALAMANCA;1
2025-02-17;VALENCIA;1
2025-02-17;ZARAGOZA;1
2025-02-18;ALICANTE;1
2025-02-18;ASTURIAS;2
2025-02-18;BIZKAIA;2
2025-02-18;BURGOS;1
2025-02-18;CASTELLON;1
2025-02-18;GIRONA;1
2025-02-18;SALAMANCA;1
2025-02-18;VALENCIA;1
2025-02-19;AVILA;1
2025-02-19;BIZKAIA;2
2025-02-19;CADIZ;1
2025-02-20;AVILA;1
2025-02-20;BIZKAIA;2
2025-02-20;CASTELLON;1
2025-02-20;LLEIDA;1
2025-02-20;MADRID;1
2025-02-20;PONTEVEDRA;2
2025-02-20;TARRAGONA;2
2025-02-20;ZARAGOZA;1
2025-02-21;ALICANTE;1
2025-02-21;ASTURIAS;2
2025-02-21;GIPUZKOA;1
2025-02-21;GIRONA;1
2025-02-21;MADRID;2
2025-02-21;PONTEVEDRA;2
2025-02-24;BARCELONA;1
2025-02-24;BIZKAIA;1
2025-02-24;GIPUZKOA;1
2025-02-24;GIRONA;1
2025-02-25;A CORUÑA;1
2025-02-25;ALICANTE;1
2025-02-25;ASTURIAS;1
2025-02-25;AVILA;1
2025-02-25;BARCELONA;1
2025-02-25;BIZKAIA;3
2025-02-25;CADIZ;1
2025-02-25;CASTELLON;1
2025-02-25;GIPUZKOA;2
2025-02-25;GIRONA;1
2025-02-25;GRANADA;1
2025-02-25;JAEN;1
2025-02-25;LLEIDA;1
2025-02-25;LUGO;1
2025-02-25;MADRID;1
2025-02-25;MALAGA;1
2025-02-25;TOLEDO;1
2025-02-25;ZARAGOZA;2
2025-02-26;A CORUÑA;1
2025-02-26;ASTURIAS;1
2025-02-26;BARCELONA;1
2025-02-26;BIZKAIA;1
2025-02-26;CADIZ;1
2025-02-26;CIUDAD REAL;1
2025-02-26;GIPUZKOA;1
2025-02-26;GUADALAJARA;1
2025-02-26;NAVARRA;1
2025-02-26;SEVILLA;1
2025-02-27;A CORUÑA;1
2025-02-27;ASTURIAS;2
2025-02-27;BIZKAIA;4
2025-02-27;CASTELLON;1
2025-02-27;GIPUZKOA;1
2025-02-27;LA RIOJA;1
2025-02-27;TARRAGONA;1
2025-02-27;VALENCIA;1
2025-02-28;A CORUÑA;2
2025-02-28;BADAJOZ;1
2025-02-28;BARCELONA;1
2025-02-28;BIZKAIA;1
2025-02-28;CASTELLON;1
2025-02-28;HUESCA;1
2025-02-28;MADRID;1
2025-02-28;PONTEVEDRA;1
2025-02-28;SEGOVIA;1
2025-02-28;TERUEL;1
2025-02-28;ZARAGOZA;1
2025-03-01;MADRID;1
2025-03-03;GIPUZKOA;1
2025-03-03;HUESCA;1
2025-03-03;NAVARRA;1
2025-03-03;PONTEVEDRA;1
2025-03-03;TERUEL;2
2025-03-03;TOLEDO;1
2025-03-04;A CORUÑA;1
2025-03-04;ALMERIA;1
2025-03-04;ASTURIAS;1
2025-03-04;AVILA;1
2025-03-04;BARCELONA;1
2025-03-04;BIZKAIA;2
2025-03-04;CIUDAD REAL;1
2025-03-04;GIPUZKOA;1
2025-03-04;HUESCA;1
2025-03-04;MALAGA;1
2025-03-04;SEVILLA;1
2025-03-04;TERUEL;1
2025-03-05;A CORUÑA;1
2025-03-05;BIZKAIA;1
2025-03-05;CIUDAD REAL;1
2025-03-05;CORDOBA;1
2025-03-05;LUGO;1
2025-03-05;MADRID;1
2025-03-05;SEGOVIA;1
2025-03-05;TERUEL;1
2025-03-05;VALENCIA;1
2025-03-05;VALLADOLID;1
2025-03-06;ALBACETE;1
2025-03-06;ALICANTE;1
2025-03-06;ASTURIAS;1
2025-03-06;BIZKAIA;2
2025-03-06;GIPUZKOA;1
2025-03-06;GIRONA;1
2025-03-06;TOLEDO;1
2025-03-06;VALENCIA;1
2025-03-07;BIZKAIA;3
2025-03-07;CASTELLON;1
2025-03-07;GIPUZKOA;1
2025-03-07;GRANADA;1
2025-03-07;LLEIDA;1
2025-03-07;TARRAGONA;1
2025-03-07;VALENCIA;1
2025-03-07;ZARAGOZA;1
2025-03-10;CORDOBA;1
2025-03-10;GIPUZKOA;1
2025-03-10;HUESCA;1
2025-03-10;MADRID;1
2025-03-10;SEGOVIA;1
2025-03-10;SORIA;1
2025-03-10;TARRAGONA;1
2025-03-10;TOLEDO;1
2025-03-10;ZARAGOZA;1
2025-03-11;ALBACETE;1
2025-03-11;ALMERIA;1
2025-03-11;ASTURIAS;2
2025-03-11;BADAJOZ;1
2025-03-11;BARCELONA;2
2025-03-11;CACERES;2
2025-03-11;CORDOBA;1
2025-03-11;GIPUZKOA;2
2025-03-11;JAEN;1
2025-03-11;LUGO;1
2025-03-11;MADRID;2
2025-03-11;TARRAGONA;1
2025-03-12;A CORUÑA;1
2025-03-12;ALICANTE;1
2025-03-12;ALMERIA;1
2025-03-12;BIZKAIA;1
2025-03-12;CIUDAD REAL;1
2025-03-12;CUENCA;1
2025-03-12;GIPUZKOA;4
2025-03-12;GIRONA;1
2025-03-12;LLEIDA;2
2025-03-12;MADRID;1
2025-03-12;NAVARRA;1
2025-03-12;SEVILLA;1
2025-03-12;TARRAGONA;2
2025-03-12;TOLEDO;1
2025-03-13;ASTURIAS;1
2025-03-13;BARCELONA;1
2025-03-13;GIPUZKOA;1
2025-03-13;HUESCA;1
2025-03-13;TARRAGONA;2
2025-03-13;TOLEDO;2
2025-03-14;A CORUÑA;1
2025-03-14;ALMERIA;1
2025-03-14;BARCELONA;1
2025-03-14;BIZKAIA;2
2025-03-14;CORDOBA;1
2025-03-14;GIRONA;1
2025-03-14;GRANADA;1
2025-03-14;JAEN;1
2025-03-14;LLEIDA;2
2025-03-14;SALAMANCA;1
2025-03-14;SEVILLA;1
2025-03-14;VALENCIA;1
2025-03-14;VALLADOLID;1
2025-03-14;ZARAGOZA;1
2025-03-17;ALMERIA;1
2025-03-17;CASTELLON;1
2025-03-17;JAEN;1
2025-03-17;SEVILLA;1
2025-03-17;TARRAGONA;1
2025-03-17;TOLEDO;1
2025-03-17;VALENCIA;1
2025-03-18;A CORUÑA;1
2025-03-18;ASTURIAS;1
2025-03-18;BARCELONA;1
2025-03-18;BIZKAIA;1
2025-03-18;CASTELLON;1
2025-03-18;CIUDAD REAL;1
2025-03-18;CORDOBA;1
2025-03-18;GIPUZKOA;2
2025-03-18;GIRONA;1
2025-03-18;LUGO;1
2025-03-18;NAVARRA;1
2025-03-18;PONTEVEDRA;1
2025-03-18;SEVILLA;1
2025-03-18;VALENCIA;1
2025-03-19;BIZKAIA;1
2025-03-19;CACERES;1
2025-03-19;GIPUZKOA;2
2025-03-19;GIRONA;1
2025-03-19;HUELVA;1
2025-03-19;HUESCA;2
2025-03-19;LLEIDA;1
2025-03-19;LUGO;1
2025-03-19;MADRID;1
2025-03-19;SEVILLA;1
2025-03-19;TARRAGONA;1
2025-03-19;TOLEDO;3
2025-03-20;A CORUÑA;1
2025-03-20;ALBACETE;1
2025-03-20;ASTURIAS;2
2025-03-20;GIRONA;1
2025-03-20;HUELVA;2
2025-03-20;MALAGA;1
2025-03-20;SALAMANCA;1
2025-03-20;TERUEL;1
2025-03-20;ZARAGOZA;1
2025-03-21;A CORUÑA;1
2025-03-21;ALMERIA;1
2025-03-21;BARCELONA;1
2025-03-21;GIPUZKOA;1
2025-03-21;MADRID;1
2025-03-21;PONTEVEDRA;2
2025-03-21;VALENCIA;1
2025-03-24;BARCELONA;2
2025-03-24;BIZKAIA;3
2025-03-24;CIUDAD REAL;1
2025-03-24;GIPUZKOA;2
2025-03-24;GRANADA;1
2025-03-24;HUELVA;1
2025-03-24;HUESCA;1
2025-03-24;MADRID;2
2025-03-24;MALAGA;1
2025-03-24;TERUEL;1
2025-03-24;ZARAGOZA;1
2025-03-25;TARRAGONA;2
2025-03-26;A CORUÑA;2
2025-03-26;ALBACETE;1
2025-03-26;BARCELONA;1
2025-03-26;BIZKAIA;7
2025-03-26;CADIZ;1
2025-03-26;CASTELLON;1
2025-03-26;GIPUZKOA;2
2025-03-26;GIRONA;2
2025-03-26;PONTEVEDRA;1
2025-03-26;SALAMANCA;1
2025-03-26;SEVILLA;1
2025-03-26;VALENCIA;1
2025-03-27;ALBACETE;1
2025-03-27;BIZKAIA;3
2025-03-27;GRANADA;1
2025-03-27;LUGO;1
2025-03-27;PALENCIA;1
2025-03-27;VALENCIA;1
2025-03-28;A CORUÑA;1
2025-03-28;BARCELONA;1
2025-03-28;CORDOBA;1
2025-03-28;GIPUZKOA;2
2025-03-28;JAEN;1
2025-03-28;PONTEVEDRA;1
2025-03-28;TARRAGONA;1
2025-03-28;TOLEDO;1
2025-03-31;ALBACETE;1
2025-03-31;BARCELONA;1
2025-03-31;BIZKAIA;1
2025-03-31;CADIZ;1
2025-03-31;GIPUZKOA;1
2025-03-31;GRANADA;1
2025-03-31;LUGO;1
2025-03-31;MADRID;1
2025-03-31;TARRAGONA;1
2025-03-31;TERUEL;1
2025-03-31;VALENCIA;1
2025-03-31;ZARAGOZA;3
2025-04-01;BIZKAIA;1
2025-04-01;TARRAGONA;1
2025-04-01;VALENCIA;1
2025-04-02;ALICANTE;1
2025-04-02;ASTURIAS;2
2025-04-02;BIZKAIA;4
2025-04-02;GIRONA;1
2025-04-02;JAEN;1
2025-04-02;MADRID;1
2025-04-02;PONTEVEDRA;1
2025-04-02;TOLEDO;1
2025-04-03;BARCELONA;1
2025-04-03;BIZKAIA;4
2025-04-03;CADIZ;1
2025-04-03;HUESCA;1
2025-04-03;TERUEL;1
2025-04-03;ZARAGOZA;1
2025-04-04;BARCELONA;1
2025-04-04;BIZKAIA;1
2025-04-04;GIPUZKOA;1
2025-04-04;GIRONA;2
2025-04-07;A CORUÑA;1
2025-04-07;ASTURIAS;3
2025-04-07;BARCELONA;1
2025-04-07;BIZKAIA;2
2025-04-07;CIUDAD REAL;2
2025-04-07;GIPUZKOA;1
2025-04-07;GRANADA;3
2025-04-07;HUESCA;3
2025-04-07;JAEN;1
2025-04-07;MADRID;1
2025-04-07;SALAMANCA;1
2025-04-07;TOLEDO;2
2025-04-07;VALENCIA;1
2025-04-07;ZARAGOZA;1
2025-04-08;ZARAGOZA;1
2025-04-09;A CORUÑA;2
2025-04-09;ALBACETE;1
2025-04-09;ASTURIAS;2
2025-04-09;BARCELONA;3
2025-04-09;BIZKAIA;3
2025-04-09;CADIZ;1
2025-04-09;GIPUZKOA;2
2025-04-09;GRANADA;1
2025-04-09;HUESCA;1
2025-04-09;MADRID;1
2025-04-09;TOLEDO;2
2025-04-10;BARCELONA;1
2025-04-10;BIZKAIA;2
2025-04-10;CACERES;1
2025-04-10;TOLEDO;1
2025-04-11;BARCELONA;1
2025-04-11;MADRID;1
2025-04-11;TOLEDO;1
2025-04-14;A CORUÑA;2
2025-04-14;ALBACETE;1
2025-04-14;BARCELONA;1
2025-04-14;CADIZ;1
2025-04-14;CUENCA;1
2025-04-14;GIPUZKOA;1
2025-04-14;MADRID;2
2025-04-14;PONTEVEDRA;2
2025-04-14;ZARAGOZA;1
2025-04-15;SEVILLA;1
2025-04-15;VALENCIA;1
2025-04-16;A CORUÑA;1
2025-04-16;ALICANTE;2
2025-04-16;ASTURIAS;1
2025-04-16;BIZKAIA;1
2025-04-16;MADRID;1
2025-04-17;A CORUÑA;1
2025-04-17;CADIZ;1
2025-04-17;GIPUZKOA;1
2025-04-17;GRANADA;1
2025-04-17;HUESCA;1
2025-04-21;BIZKAIA;1
2025-04-21;PONTEVEDRA;1
2025-04-21;SALAMANCA;1
2025-04-21;TARRAGONA;1
2025-04-21;VALENCIA;1
2025-04-22;BARCELONA;1
2025-04-22;BIZKAIA;1
2025-04-22;CIUDAD REAL;1
2025-04-22;GIPUZKOA;2
2025-04-22;HUESCA;1
2025-04-22;JAEN;1
2025-04-22;LLEIDA;1
2025-04-22;OURENSE;1
2025-04-22;VALLADOLID;1
2025-04-22;ZARAGOZA;1
2025-04-23;BIZKAIA;1
2025-04-23;CASTELLON;1
2025-04-23;GIPUZKOA;1
2025-04-23;MADRID;1
2025-04-23;MALAGA;1
2025-04-24;BARCELONA;1
2025-04-24;BIZKAIA;1
2025-04-24;CADIZ;1
2025-04-24;CASTELLON;1
2025-04-24;HUESCA;1
2025-04-24;MADRID;1
2025-04-24;MURCIA;1
2025-04-24;TARRAGONA;1
2025-04-24;TOLEDO;1
2025-04-25;GIPUZKOA;1
2025-04-25;ZARAGOZA;1
2025-04-28;A CORUÑA;1
2025-04-28;ALMERIA;1
2025-04-28;ASTURIAS;2
2025-04-28;BIZKAIA;2
2025-04-28;CADIZ;1
2025-04-28;GIPUZKOA;4
2025-04-28;GIRONA;1
2025-04-28;HUESCA;1
2025-04-28;SALAMANCA;1
2025-04-29;A CORUÑA;1
2025-04-29;ALICANTE;1
2025-04-29;ALMERIA;1
2025-04-29;ZARAGOZA;2
2025-04-30;A CORUÑA;2
2025-04-30;BIZKAIA;1
2025-04-30;CIUDAD REAL;1
2025-04-30;GIPUZKOA;1
2025-04-30;GIRONA;1
2025-04-30;OURENSE;1
2025-04-30;SEVILLA;1
2025-04-30;TARRAGONA;2
2025-04-30;ZARAGOZA;1
2025-05-01;BIZKAIA;1
2025-05-01;CASTELLON;1
2025-05-01;GRANADA;1
2025-05-02;BIZKAIA;1
2025-05-05;A CORUÑA;1
2025-05-05;BARCELONA;1
2025-05-05;BIZKAIA;1
2025-05-05;CIUDAD REAL;1
2025-05-05;GIPUZKOA;1
2025-05-05;PONTEVEDRA;1
2025-05-05;TARRAGONA;1
2025-05-05;TERUEL;1
2025-05-06;A CORUÑA;1
2025-05-06;ASTURIAS;1
2025-05-06;BIZKAIA;4
2025-05-06;GIPUZKOA;1
2025-05-06;HUESCA;1
2025-05-06;LLEIDA;1
2025-05-06;TARRAGONA;3
2025-05-06;VALENCIA;2
2025-05-06;ZARAGOZA;3
2025-05-07;ALBACETE;1
2025-05-07;ASTURIAS;1
2025-05-07;BARCELONA;1
2025-05-07;BIZKAIA;2
2025-05-07;CORDOBA;1
2025-05-07;GIPUZKOA;1
2025-05-07;PONTEVEDRA;1
2025-05-07;TARRAGONA;1
2025-05-07;TOLEDO;1
2025-05-07;VALENCIA;1
2025-05-07;ZARAGOZA;2
2025-05-08;ASTURIAS;2
2025-05-08;BIZKAIA;1
2025-05-08;GIPUZKOA;2
2025-05-08;JAEN;2
2025-05-08;MALAGA;1
2025-05-09;ASTURIAS;2
2025-05-09;AVILA;1
2025-05-09;GIRONA;1
2025-05-12;A CORUÑA;1
2025-05-12;ASTURIAS;2
2025-05-12;BARCELONA;1
2025-05-12;BIZKAIA;1
2025-05-12;HUESCA;1
2025-05-12;LA RIOJA;1
2025-05-13;ASTURIAS;1
2025-05-13;BARCELONA;1
2025-05-13;BIZKAIA;4
2025-05-13;CIUDAD REAL;1
2025-05-13;GIPUZKOA;1
2025-05-13;GIRONA;1
2025-05-13;GRANADA;1
2025-05-13;LUGO;1
2025-05-13;MADRID;1
2025-05-13;MALAGA;1
2025-05-13;PONTEVEDRA;1
2025-05-13;TOLEDO;1
2025-05-13;VALENCIA;1
2025-05-13;ZARAGOZA;2
2025-05-14;ALBACETE;1
2025-05-14;ASTURIAS;1
2025-05-14;BARCELONA;1
2025-05-14;GIPUZKOA;1
2025-05-14;JAEN;1
2025-05-14;SALAMANCA;2
2025-05-14;TERUEL;1
2025-05-14;TOLEDO;1
2025-05-16;AVILA;1
2025-05-16;BARCELONA;2
2025-05-16;BIZKAIA;2
2025-05-16;CIUDAD REAL;2
2025-05-16;GIPUZKOA;5
2025-05-16;TARRAGONA;1
2025-05-16;VALENCIA;1
2025-05-16;ZARAGOZA;1
2025-05-19;ALBACETE;1
2025-05-19;ASTURIAS;1
2025-05-19;BIZKAIA;1
2025-05-19;GIPUZKOA;1
2025-05-19;GRANADA;1
2025-05-19;HUELVA;1
2025-05-19;JAEN;1
2025-05-19;LLEIDA;1
2025-05-19;MADRID;2
2025-05-19;TARRAGONA;1
2025-05-19;TOLEDO;3
2025-05-19;VALENCIA;1
2025-05-20;BIZKAIA;1
2025-05-20;GIPUZKOA;1
2025-05-21;ASTURIAS;1
2025-05-21;AVILA;1
2025-05-21;BIZKAIA;2
2025-05-21;GIPUZKOA;1
2025-05-21;HUESCA;1
2025-05-21;JAEN;1
2025-05-21;LLEIDA;2
2025-05-21;MADRID;1
