Fecha de solicitud;Provincia;Número de ampliaciones
2023-11-03;TOLEDO;7
2023-11-03;VALENCIA;8
2023-11-03;VALLADOLID;2
2023-11-07;BIZKAIA;1
2023-11-07;CASTELLON;1
2023-11-07;VALENCIA;1
2023-11-08;LEON;1
2023-11-10;ALAVA;5
2023-11-10;ALBACETE;1
2023-11-10;ALICANTE;6
2023-11-10;ASTURIAS;7
2023-11-10;BIZKAIA;4
2023-11-10;BURGOS;1
2023-11-10;CASTELLON;2
2023-11-10;CUENCA;2
2023-11-10;GIPUZKOA;3
2023-11-10;PALENCIA;1
2023-11-10;SALAMANCA;3
2023-11-10;VALENCIA;6
2023-11-10;VALLADOLID;4
2023-11-11;TOLEDO;1
2023-11-11;VALENCIA;1
2023-11-13;GIPUZKOA;3
2023-11-14;CIUDAD REAL;1
2023-11-15;AVILA;1
2023-11-15;CIUDAD REAL;1
2023-11-15;GIPUZKOA;1
2023-11-16;ALAVA;1
2023-11-16;VALENCIA;1
2023-11-17;ALICANTE;6
2023-11-17;ASTURIAS;2
2023-11-17;AVILA;1
2023-11-17;BIZKAIA;11
2023-11-17;CASTELLON;4
2023-11-17;CIUDAD REAL;5
2023-11-17;GIPUZKOA;8
2023-11-17;MADRID;3
2023-11-17;PALENCIA;1
2023-11-17;SEGOVIA;2
2023-11-17;TOLEDO;8
2023-11-17;VALENCIA;5
2023-11-17;VALLADOLID;1
2023-11-17;ZAMORA;1
2023-11-18;TOLEDO;1
2023-11-20;ALICANTE;1
2023-11-20;ASTURIAS;1
2023-11-20;BIZKAIA;2
2023-11-20;CIUDAD REAL;1
2023-11-20;TOLEDO;1
2023-11-22;ALAVA;1
2023-11-22;BIZKAIA;1
2023-11-22;MADRID;1
2023-11-23;ASTURIAS;1
2023-11-23;BIZKAIA;1
2023-11-23;GIPUZKOA;1
2023-11-24;ALAVA;1
2023-11-24;ALBACETE;2
2023-11-24;ALICANTE;2
2023-11-24;ASTURIAS;2
2023-11-24;BIZKAIA;12
2023-11-24;CIUDAD REAL;1
2023-11-24;CUENCA;1
2023-11-24;GIPUZKOA;8
2023-11-24;MADRID;8
2023-11-24;MURCIA;4
2023-11-24;SEGOVIA;1
2023-11-24;TOLEDO;4
2023-11-24;VALENCIA;5
2023-11-24;VALLADOLID;1
2023-11-27;BIZKAIA;1
2023-11-27;CASTELLON;1
2023-11-27;GIPUZKOA;2
2023-11-28;GIPUZKOA;1
2023-11-28;MADRID;1
2023-11-28;VALLADOLID;1
2023-11-29;GIPUZKOA;2
2023-11-29;MADRID;1
2023-11-30;BIZKAIA;1
2023-11-30;GIPUZKOA;1
2023-11-30;MURCIA;1
2023-12-01;ALBACETE;1
2023-12-01;ALICANTE;2
2023-12-01;BIZKAIA;24
2023-12-01;CASTELLON;2
2023-12-01;CIUDAD REAL;5
2023-12-01;CUENCA;1
2023-12-01;GIPUZKOA;1
2023-12-01;GUADALAJARA;1
2023-12-01;MADRID;1
2023-12-01;MURCIA;2
2023-12-01;SALAMANCA;3
2023-12-01;TOLEDO;3
2023-12-01;VALENCIA;6
2023-12-01;VALLADOLID;1
2023-12-04;ALICANTE;1
2023-12-04;BIZKAIA;3
2023-12-04;MADRID;1
2023-12-05;CIUDAD REAL;1
2023-12-07;GIPUZKOA;1
2023-12-08;ALAVA;1
2023-12-08;ALBACETE;1
2023-12-08;ALICANTE;5
2023-12-08;ASTURIAS;3
2023-12-08;BIZKAIA;9
2023-12-08;CASTELLON;1
2023-12-08;CIUDAD REAL;1
2023-12-08;CUENCA;1
2023-12-08;GIPUZKOA;8
2023-12-08;MADRID;8
2023-12-08;TOLEDO;7
2023-12-08;VALENCIA;9
2023-12-11;BIZKAIA;1
2023-12-11;GIPUZKOA;1
2023-12-12;MADRID;1
2023-12-12;VALENCIA;1
2023-12-13;GIPUZKOA;1
2023-12-14;GIPUZKOA;1
2023-12-15;ALAVA;1
2023-12-15;ALICANTE;2
2023-12-15;AVILA;1
2023-12-15;BIZKAIA;3
2023-12-15;BURGOS;1
2023-12-15;CASTELLON;3
2023-12-15;CIUDAD REAL;1
2023-12-15;GIPUZKOA;7
2023-12-15;LEON;1
2023-12-15;MADRID;3
2023-12-15;TOLEDO;5
2023-12-15;VALENCIA;5
2023-12-18;GUADALAJARA;1
2023-12-19;BIZKAIA;1
2023-12-20;ALICANTE;1
2023-12-20;BIZKAIA;1
2023-12-22;ALICANTE;3
2023-12-22;ASTURIAS;4
2023-12-22;BIZKAIA;7
2023-12-22;CASTELLON;3
2023-12-22;GIPUZKOA;4
2023-12-22;MADRID;5
2023-12-22;MURCIA;2
2023-12-22;TOLEDO;4
2023-12-22;VALENCIA;4
2023-12-22;VALLADOLID;3
2023-12-26;BIZKAIA;1
2023-12-26;GIPUZKOA;1
2023-12-27;BIZKAIA;1
2023-12-27;VALENCIA;1
2023-12-28;BIZKAIA;1
2023-12-29;ALAVA;1
2023-12-29;ALBACETE;2
2023-12-29;ALICANTE;2
2023-12-29;BIZKAIA;8
2023-12-29;CASTELLON;1
2023-12-29;CIUDAD REAL;4
2023-12-29;GIPUZKOA;8
2023-12-29;GUADALAJARA;1
2023-12-29;LEON;1
2023-12-29;MADRID;2
2023-12-29;MURCIA;3
2023-12-29;PALENCIA;2
2023-12-29;TOLEDO;3
2023-12-29;VALENCIA;1
2023-12-29;VALLADOLID;1
2024-01-02;BIZKAIA;1
2024-01-02;GIPUZKOA;2
2024-01-02;MADRID;1
2024-01-03;AVILA;1
2024-01-03;GIPUZKOA;1
2024-01-03;MADRID;1
2024-01-05;ALBACETE;1
2024-01-05;ALICANTE;2
2024-01-05;ASTURIAS;4
2024-01-05;BIZKAIA;8
2024-01-05;CASTELLON;3
2024-01-05;CIUDAD REAL;2
2024-01-05;CUENCA;5
2024-01-05;GIPUZKOA;5
2024-01-05;MADRID;3
2024-01-05;MURCIA;1
2024-01-05;PALENCIA;1
2024-01-05;SALAMANCA;1
2024-01-05;SEGOVIA;1
2024-01-05;TOLEDO;3
2024-01-05;VALENCIA;6
2024-01-08;GIPUZKOA;1
2024-01-09;SALAMANCA;1
2024-01-10;TOLEDO;1
2024-01-10;VALENCIA;1
2024-01-11;BIZKAIA;2
2024-01-12;ALBACETE;2
2024-01-12;AVILA;1
2024-01-12;BIZKAIA;14
2024-01-12;CASTELLON;1
2024-01-12;GUADALAJARA;1
2024-01-12;MADRID;12
2024-01-12;MURCIA;1
2024-01-12;SALAMANCA;1
2024-01-12;TOLEDO;5
2024-01-12;VALENCIA;6
2024-01-12;VALLADOLID;2
2024-01-15;ASTURIAS;1
2024-01-16;ALICANTE;1
2024-01-16;BURGOS;1
2024-01-16;CASTELLON;1
2024-01-18;BIZKAIA;1
2024-01-18;GIPUZKOA;1
2024-01-19;ALBACETE;1
2024-01-19;ALICANTE;2
2024-01-19;ASTURIAS;2
2024-01-19;BIZKAIA;8
2024-01-19;BURGOS;1
2024-01-19;CASTELLON;1
2024-01-19;CIUDAD REAL;2
2024-01-19;CUENCA;1
2024-01-19;GIPUZKOA;5
2024-01-19;MADRID;9
2024-01-19;MURCIA;2
2024-01-19;SALAMANCA;2
2024-01-19;TOLEDO;3
2024-01-19;VALENCIA;7
2024-01-20;TOLEDO;1
2024-01-23;BIZKAIA;1
2024-01-23;MADRID;1
2024-01-24;SALAMANCA;1
2024-01-24;VALENCIA;1
2024-01-25;BIZKAIA;1
2024-01-26;ALAVA;1
2024-01-26;ALBACETE;1
2024-01-26;ALICANTE;1
2024-01-26;ASTURIAS;1
2024-01-26;BIZKAIA;8
2024-01-26;CIUDAD REAL;5
2024-01-26;CUENCA;2
2024-01-26;GIPUZKOA;4
2024-01-26;MADRID;3
2024-01-26;MURCIA;6
2024-01-26;PALENCIA;2
2024-01-26;SALAMANCA;1
2024-01-26;SEGOVIA;1
2024-01-26;SORIA;1
2024-01-26;TOLEDO;2
2024-01-26;VALENCIA;5
2024-01-26;VALLADOLID;1
2024-01-27;MADRID;1
2024-01-29;BIZKAIA;1
2024-01-29;CIUDAD REAL;1
2024-01-30;VALENCIA;1
2024-01-31;BURGOS;1
2024-02-01;BIZKAIA;3
2024-02-01;MADRID;1
2024-02-02;ALAVA;2
2024-02-02;ALBACETE;1
2024-02-02;ALICANTE;6
2024-02-02;BIZKAIA;9
2024-02-02;CASTELLON;3
2024-02-02;CUENCA;4
2024-02-02;GIPUZKOA;6
2024-02-02;GUADALAJARA;1
2024-02-02;LEON;1
2024-02-02;MADRID;6
2024-02-02;MURCIA;3
2024-02-02;SALAMANCA;1
2024-02-02;TOLEDO;6
2024-02-02;VALENCIA;9
2024-02-02;VALLADOLID;1
2024-02-04;TOLEDO;1
2024-02-05;BIZKAIA;2
2024-02-06;BIZKAIA;1
2024-02-06;MURCIA;1
2024-02-06;SALAMANCA;1
2024-02-07;TOLEDO;1
2024-02-08;MADRID;1
2024-02-08;TOLEDO;1
2024-02-09;ASTURIAS;3
2024-02-09;AVILA;2
2024-02-09;BIZKAIA;8
2024-02-09;CASTELLON;5
2024-02-09;CIUDAD REAL;1
2024-02-09;CUENCA;1
2024-02-09;GIPUZKOA;10
2024-02-09;MADRID;8
2024-02-09;MURCIA;4
2024-02-09;PALENCIA;1
2024-02-09;SALAMANCA;2
2024-02-09;SORIA;1
2024-02-09;TOLEDO;6
2024-02-09;VALENCIA;5
2024-02-12;ALAVA;1
2024-02-12;BIZKAIA;3
2024-02-13;MURCIA;1
2024-02-14;CIUDAD REAL;1
2024-02-15;CASTELLON;1
2024-02-15;MADRID;1
2024-02-15;VALENCIA;1
2024-02-16;ALICANTE;6
2024-02-16;ASTURIAS;5
2024-02-16;BIZKAIA;9
2024-02-16;BURGOS;1
2024-02-16;CASTELLON;1
2024-02-16;CUENCA;3
2024-02-16;GIPUZKOA;6
2024-02-16;GUADALAJARA;1
2024-02-16;MADRID;7
2024-02-16;MURCIA;1
2024-02-16;SEGOVIA;2
2024-02-16;TOLEDO;5
2024-02-16;VALENCIA;3
2024-02-20;GIPUZKOA;2
2024-02-20;MADRID;2
2024-02-22;BIZKAIA;2
2024-02-23;ALAVA;1
2024-02-23;ALICANTE;5
2024-02-23;ASTURIAS;4
2024-02-23;BIZKAIA;5
2024-02-23;CASTELLON;5
2024-02-23;CIUDAD REAL;2
2024-02-23;CUENCA;1
2024-02-23;GIPUZKOA;7
2024-02-23;MADRID;4
2024-02-23;MURCIA;1
2024-02-23;PALENCIA;2
2024-02-23;SALAMANCA;1
2024-02-23;TOLEDO;5
2024-02-23;VALENCIA;6
2024-02-26;ASTURIAS;1
2024-02-27;BIZKAIA;1
2024-02-29;BIZKAIA;1
2024-03-01;ALBACETE;3
2024-03-01;ALICANTE;5
2024-03-01;ASTURIAS;3
2024-03-01;AVILA;1
2024-03-01;BIZKAIA;6
2024-03-01;CASTELLON;2
2024-03-01;CIUDAD REAL;4
2024-03-01;GIPUZKOA;9
2024-03-01;GUADALAJARA;1
2024-03-01;MADRID;1
2024-03-01;MURCIA;3
2024-03-01;PALENCIA;1
2024-03-01;TOLEDO;3
2024-03-01;VALENCIA;5
2024-03-01;VALLADOLID;1
2024-03-04;BIZKAIA;1
2024-03-04;GIPUZKOA;1
2024-03-05;BIZKAIA;1
2024-03-05;GIPUZKOA;1
2024-03-08;ALICANTE;2
2024-03-08;ASTURIAS;3
2024-03-08;AVILA;1
2024-03-08;BIZKAIA;8
2024-03-08;CASTELLON;1
2024-03-08;CIUDAD REAL;2
2024-03-08;CUENCA;1
2024-03-08;GIPUZKOA;11
2024-03-08;MADRID;9
2024-03-08;MURCIA;2
2024-03-08;SALAMANCA;1
2024-03-08;SEGOVIA;1
2024-03-08;TOLEDO;1
2024-03-08;VALENCIA;4
2024-03-08;VALLADOLID;1
2024-03-11;BIZKAIA;1
2024-03-13;ALICANTE;1
2024-03-13;BIZKAIA;1
2024-03-13;GIPUZKOA;1
2024-03-13;MADRID;1
2024-03-13;TOLEDO;1
2024-03-14;ALICANTE;1
2024-03-14;BIZKAIA;1
2024-03-14;GIPUZKOA;1
2024-03-14;VALENCIA;1
2024-03-15;ALAVA;7
2024-03-15;ALBACETE;1
2024-03-15;ALICANTE;4
2024-03-15;ASTURIAS;2
2024-03-15;AVILA;1
2024-03-15;BIZKAIA;5
2024-03-15;CASTELLON;2
2024-03-15;CIUDAD REAL;1
2024-03-15;GIPUZKOA;6
2024-03-15;GUADALAJARA;1
2024-03-15;MADRID;2
2024-03-15;MURCIA;2
2024-03-15;PALENCIA;1
2024-03-15;SALAMANCA;1
2024-03-15;TOLEDO;4
2024-03-15;VALENCIA;5
2024-03-16;TOLEDO;1
2024-03-16;VALENCIA;1
2024-03-18;ASTURIAS;1
2024-03-18;GIPUZKOA;1
2024-03-19;GIPUZKOA;1
2024-03-19;MADRID;1
2024-03-20;ASTURIAS;1
2024-03-20;GIPUZKOA;2
2024-03-21;ASTURIAS;1
2024-03-21;CASTELLON;1
2024-03-21;GIPUZKOA;1
2024-03-22;ALBACETE;1
2024-03-22;ALICANTE;2
2024-03-22;ASTURIAS;2
2024-03-22;BIZKAIA;4
2024-03-22;CASTELLON;1
2024-03-22;CIUDAD REAL;2
2024-03-22;CUENCA;2
2024-03-22;GIPUZKOA;6
2024-03-22;GUADALAJARA;1
2024-03-22;LEON;1
2024-03-22;MADRID;2
2024-03-22;SALAMANCA;2
2024-03-22;TOLEDO;2
2024-03-22;VALENCIA;6
2024-03-22;VALLADOLID;2
2024-03-22;ZAMORA;1
2024-03-25;BIZKAIA;1
2024-03-26;VALENCIA;1
2024-03-27;MADRID;1
2024-03-27;VALENCIA;1
2024-03-29;ALICANTE;4
2024-03-29;BIZKAIA;11
2024-03-29;CASTELLON;1
2024-03-29;CUENCA;2
2024-03-29;GIPUZKOA;4
2024-03-29;GUADALAJARA;1
2024-03-29;MADRID;4
2024-03-29;MURCIA;1
2024-03-29;PALENCIA;1
2024-03-29;SALAMANCA;2
2024-03-29;SEGOVIA;1
2024-03-29;SORIA;1
2024-03-29;TOLEDO;3
2024-03-29;VALENCIA;3
2024-03-29;VALLADOLID;1
2024-04-01;ASTURIAS;1
2024-04-02;MURCIA;1
2024-04-03;ALICANTE;1
2024-04-03;BIZKAIA;1
2024-04-04;ASTURIAS;1
2024-04-04;CUENCA;1
2024-04-05;ALAVA;1
2024-04-05;ALBACETE;1
2024-04-05;ALICANTE;2
2024-04-05;ASTURIAS;6
2024-04-05;BIZKAIA;6
2024-04-05;BURGOS;2
2024-04-05;CASTELLON;2
2024-04-05;GIPUZKOA;3
2024-04-05;MADRID;5
2024-04-05;MURCIA;1
2024-04-05;PALENCIA;1
2024-04-05;SEGOVIA;1
2024-04-05;TOLEDO;4
2024-04-05;VALENCIA;5
2024-04-06;VALENCIA;1
2024-04-08;AVILA;1
2024-04-10;ASTURIAS;1
2024-04-10;BIZKAIA;1
2024-04-10;GIPUZKOA;1
2024-04-12;ALAVA;3
2024-04-12;ALICANTE;3
2024-04-12;ASTURIAS;3
2024-04-12;BIZKAIA;6
2024-04-12;CASTELLON;2
2024-04-12;CIUDAD REAL;2
2024-04-12;CUENCA;2
2024-04-12;GIPUZKOA;3
2024-04-12;MADRID;3
2024-04-12;MURCIA;4
2024-04-12;PALENCIA;2
2024-04-12;VALENCIA;3
2024-04-12;VALLADOLID;1
2024-04-15;ASTURIAS;1
2024-04-17;ASTURIAS;1
2024-04-17;GIPUZKOA;2
2024-04-17;VALENCIA;1
2024-04-18;BIZKAIA;1
2024-04-18;VALENCIA;1
2024-04-19;ALBACETE;1
2024-04-19;ALICANTE;3
2024-04-19;ASTURIAS;4
2024-04-19;AVILA;1
2024-04-19;BIZKAIA;4
2024-04-19;CASTELLON;3
2024-04-19;CIUDAD REAL;3
2024-04-19;CUENCA;3
2024-04-19;GIPUZKOA;5
2024-04-19;LEON;1
2024-04-19;MURCIA;3
2024-04-19;TOLEDO;4
2024-04-19;VALENCIA;5
2024-04-19;VALLADOLID;2
2024-04-20;VALLADOLID;1
2024-04-22;GIPUZKOA;1
2024-04-23;BIZKAIA;1
2024-04-23;GIPUZKOA;1
2024-04-24;ALICANTE;1
2024-04-24;BIZKAIA;1
2024-04-24;MADRID;2
2024-04-25;BIZKAIA;1
2024-04-25;TOLEDO;2
2024-04-26;ALBACETE;1
2024-04-26;ALICANTE;2
2024-04-26;ASTURIAS;1
2024-04-26;AVILA;1
2024-04-26;BIZKAIA;11
2024-04-26;BURGOS;1
2024-04-26;CASTELLON;4
2024-04-26;CIUDAD REAL;1
2024-04-26;CUENCA;2
2024-04-26;GIPUZKOA;5
2024-04-26;LEON;1
2024-04-26;MADRID;2
2024-04-26;MURCIA;2
2024-04-26;SALAMANCA;1
2024-04-26;VALENCIA;4
2024-04-26;VALLADOLID;1
2024-04-26;ZAMORA;2
2024-04-28;AVILA;1
2024-04-29;BIZKAIA;4
2024-04-30;ASTURIAS;1
2024-04-30;AVILA;1
2024-05-03;ALICANTE;2
2024-05-03;ASTURIAS;4
2024-05-03;BIZKAIA;9
2024-05-03;CIUDAD REAL;1
2024-05-03;CUENCA;2
2024-05-03;GIPUZKOA;2
2024-05-03;MADRID;2
2024-05-03;MURCIA;1
2024-05-03;TOLEDO;8
2024-05-03;VALENCIA;8
2024-05-06;BIZKAIA;1
2024-05-06;MADRID;1
2024-05-07;ASTURIAS;1
2024-05-07;GIPUZKOA;2
2024-05-07;MADRID;1
2024-05-08;ASTURIAS;1
2024-05-08;BIZKAIA;1
2024-05-08;GIPUZKOA;1
2024-05-08;MADRID;1
2024-05-09;ASTURIAS;1
2024-05-09;BIZKAIA;1
2024-05-09;GIPUZKOA;1
2024-05-09;MADRID;2
2024-05-10;ALBACETE;3
2024-05-10;ALICANTE;5
2024-05-10;ASTURIAS;4
2024-05-10;BIZKAIA;7
2024-05-10;CASTELLON;2
2024-05-10;CIUDAD REAL;3
2024-05-10;GIPUZKOA;4
2024-05-10;LEON;1
2024-05-10;MADRID;2
2024-05-10;MURCIA;3
2024-05-10;SALAMANCA;1
2024-05-10;TOLEDO;2
2024-05-10;VALENCIA;2
2024-05-14;ASTURIAS;1
2024-05-14;BIZKAIA;1
2024-05-14;CIUDAD REAL;1
2024-05-14;MADRID;2
2024-05-16;LEON;1
2024-05-16;MADRID;1
2024-05-17;BIZKAIA;1
2024-05-17;GIPUZKOA;1
2024-05-20;ALAVA;1
2024-05-20;BIZKAIA;1
2024-05-21;ALICANTE;1
2024-05-21;GIPUZKOA;1
2024-05-21;MADRID;1
2024-05-22;BIZKAIA;1
2024-05-22;MURCIA;1
2024-05-23;GIPUZKOA;2
2024-05-24;BIZKAIA;2
2024-05-24;GIPUZKOA;2
2024-05-25;CIUDAD REAL;1
2024-05-27;BIZKAIA;2
2024-05-27;GIPUZKOA;1
2024-05-28;ASTURIAS;1
2024-05-28;TOLEDO;1
2024-05-29;ASTURIAS;2
2024-05-29;BIZKAIA;2
2024-05-29;MADRID;1
2024-05-29;TOLEDO;2
2024-05-30;AVILA;1
2024-05-30;BIZKAIA;1
2024-05-30;TOLEDO;1
2024-05-31;GIPUZKOA;1
2024-06-03;ALICANTE;1
2024-06-03;TOLEDO;1
2024-06-03;VALENCIA;2
2024-06-04;BIZKAIA;1
2024-06-04;GIPUZKOA;1
2024-06-04;MADRID;1
2024-06-05;BIZKAIA;1
2024-06-05;CIUDAD REAL;1
2024-06-05;GIPUZKOA;1
2024-06-05;MADRID;1
2024-06-06;ASTURIAS;2
2024-06-06;GIPUZKOA;1
2024-06-07;BIZKAIA;1
2024-06-07;GIPUZKOA;1
2024-06-10;BIZKAIA;3
2024-06-10;GIPUZKOA;2
2024-06-11;VALENCIA;1
2024-06-12;CUENCA;1
2024-06-13;VALENCIA;1
2024-06-15;MADRID;1
2024-06-17;ASTURIAS;1
2024-06-17;BIZKAIA;3
2024-06-17;GIPUZKOA;2
2024-06-18;BIZKAIA;2
2024-06-19;ALBACETE;1
2024-06-21;ALICANTE;1
2024-06-21;BIZKAIA;1
2024-06-21;MADRID;1
2024-06-21;VALENCIA;1
2024-06-24;CIUDAD REAL;2
2024-06-24;MADRID;2
2024-06-26;ALICANTE;1
2024-06-26;MADRID;1
2024-06-27;ASTURIAS;2
2024-06-28;ALAVA;1
2024-06-28;CASTELLON;1
2024-07-01;ALBACETE;1
2024-07-01;BIZKAIA;1
2024-07-01;MADRID;1
2024-07-02;BIZKAIA;2
2024-07-03;CIUDAD REAL;1
2024-07-03;TOLEDO;1
2024-07-04;ALBACETE;1
2024-07-04;ASTURIAS;1
2024-07-04;BIZKAIA;1
2024-07-04;TOLEDO;2
2024-07-04;VALLADOLID;1
2024-07-08;BIZKAIA;1
2024-07-09;MADRID;1
2024-07-09;SEGOVIA;1
2024-07-09;VALENCIA;1
2024-07-10;GIPUZKOA;1
2024-07-10;MADRID;1
2024-07-10;MURCIA;1
2024-07-11;MADRID;1
2024-07-11;VALENCIA;1
2024-07-12;ALBACETE;1
2024-07-12;BIZKAIA;1
2024-07-12;CASTELLON;1
2024-07-12;GIPUZKOA;1
2024-07-12;MADRID;1
2024-07-16;CASTELLON;1
2024-07-16;GIPUZKOA;1
2024-07-17;GIPUZKOA;1
2024-07-18;ALICANTE;1
2024-07-18;ASTURIAS;1
2024-07-18;BIZKAIA;2
2024-07-18;GIPUZKOA;1
2024-07-18;TOLEDO;1
2024-07-19;GIPUZKOA;1
2024-07-19;TOLEDO;1
2024-07-23;BIZKAIA;1
2024-07-23;GIPUZKOA;1
2024-07-23;TOLEDO;1
2024-07-24;ALICANTE;1
2024-07-24;BIZKAIA;1
2024-07-24;GIPUZKOA;1
2024-07-26;BIZKAIA;1
2024-07-26;GIPUZKOA;2
2024-07-26;MADRID;1
2024-07-26;TOLEDO;1
2024-07-26;VALENCIA;1
2024-07-27;CASTELLON;1
2024-07-29;ASTURIAS;1
2024-07-29;BIZKAIA;1
2024-07-30;ASTURIAS;1
2024-07-30;GIPUZKOA;1
2024-07-30;MURCIA;1
2024-07-31;ASTURIAS;1
2024-07-31;BIZKAIA;1
2024-08-01;BIZKAIA;1
2024-08-01;TOLEDO;1
2024-08-01;VALENCIA;1
2024-08-02;ALICANTE;1
2024-08-02;GIPUZKOA;1
2024-08-04;AVILA;1
2024-08-05;BIZKAIA;1
2024-08-05;VALENCIA;1
2024-08-06;ASTURIAS;1
2024-08-06;CIUDAD REAL;1
2024-08-06;GIPUZKOA;1
2024-08-06;TOLEDO;1
2024-08-07;VALENCIA;1
2024-08-08;ASTURIAS;1
2024-08-08;MURCIA;1
2024-08-08;VALENCIA;1
2024-08-09;ASTURIAS;1
2024-08-09;GIPUZKOA;1
2024-08-09;MADRID;1
2024-08-12;ALAVA;1
2024-08-12;ASTURIAS;1
2024-08-12;GIPUZKOA;1
2024-08-13;BIZKAIA;1
2024-08-13;GIPUZKOA;1
2024-08-15;TOLEDO;1
2024-08-16;ASTURIAS;1
2024-08-19;BIZKAIA;2
2024-08-19;GIPUZKOA;2
2024-08-20;AVILA;1
2024-08-20;BIZKAIA;1
2024-08-20;TOLEDO;1
2024-08-20;VALENCIA;1
2024-08-21;ASTURIAS;1
2024-08-23;ASTURIAS;1
2024-08-23;CASTELLON;1
2024-08-23;MADRID;1
2024-08-23;VALENCIA;1
2024-08-25;GUADALAJARA;1
2024-08-26;GIPUZKOA;1
2024-08-27;ASTURIAS;1
2024-08-27;MURCIA;1
2024-08-28;BIZKAIA;1
2024-08-28;CASTELLON;1
2024-08-28;GIPUZKOA;1
2024-08-28;MURCIA;1
2024-08-28;TOLEDO;1
2024-08-29;VALENCIA;1
2024-08-30;CIUDAD REAL;1
2024-08-30;SALAMANCA;1
2024-08-30;VALENCIA;1
2024-09-03;ALICANTE;1
2024-09-03;MADRID;1
2024-09-04;ALICANTE;1
2024-09-04;BIZKAIA;2
2024-09-04;GIPUZKOA;1
2024-09-06;CUENCA;1
2024-09-06;GIPUZKOA;1
2024-09-09;BIZKAIA;1
2024-09-09;GIPUZKOA;1
2024-09-10;GIPUZKOA;1
2024-09-10;VALENCIA;1
2024-09-11;ALBACETE;2
2024-09-11;LEON;1
2024-09-11;TOLEDO;1
2024-09-11;VALENCIA;1
2024-09-12;GIPUZKOA;4
2024-09-13;ALBACETE;1
2024-09-13;CUENCA;1
2024-09-13;GIPUZKOA;1
2024-09-13;MADRID;1
2024-09-13;VALENCIA;1
2024-09-14;VALENCIA;2
2024-09-16;ASTURIAS;1
2024-09-17;ALAVA;1
2024-09-17;BIZKAIA;1
2024-09-17;GIPUZKOA;1
2024-09-17;MADRID;1
2024-09-18;ALICANTE;1
2024-09-18;BIZKAIA;1
2024-09-18;CUENCA;1
2024-09-18;GIPUZKOA;1
2024-09-19;ALICANTE;1
2024-09-19;BIZKAIA;2
2024-09-19;CUENCA;1
2024-09-19;GIPUZKOA;1
2024-09-20;ASTURIAS;1
2024-09-20;CUENCA;1
2024-09-20;TOLEDO;1
2024-09-20;VALENCIA;2
2024-09-21;MADRID;1
2024-09-21;VALENCIA;1
2024-09-23;BIZKAIA;1
2024-09-23;GIPUZKOA;1
2024-09-24;BIZKAIA;1
2024-09-25;ASTURIAS;3
2024-09-25;CASTELLON;1
2024-09-25;GIPUZKOA;2
2024-09-26;ASTURIAS;1
2024-09-26;CIUDAD REAL;1
2024-09-26;CUENCA;1
2024-09-26;MADRID;1
2024-09-27;ALICANTE;1
2024-09-27;BIZKAIA;1
2024-09-27;GIPUZKOA;1
2024-09-27;TOLEDO;1
2024-09-27;VALENCIA;1
2024-09-28;ALBACETE;1
2024-09-28;CASTELLON;1
2024-09-28;MADRID;1
2024-09-30;BIZKAIA;1
2024-09-30;GIPUZKOA;1
2024-10-01;ALAVA;1
2024-10-01;ASTURIAS;1
2024-10-01;TOLEDO;1
2024-10-02;CIUDAD REAL;1
2024-10-02;CUENCA;1
2024-10-02;SALAMANCA;1
2024-10-02;VALENCIA;1
2024-10-03;ASTURIAS;1
2024-10-03;AVILA;1
2024-10-03;GIPUZKOA;2
2024-10-03;GUADALAJARA;1
2024-10-04;ASTURIAS;1
2024-10-04;VALENCIA;1
2024-10-07;CASTELLON;1
2024-10-07;VALENCIA;1
2024-10-08;ASTURIAS;3
2024-10-08;BIZKAIA;1
2024-10-08;CASTELLON;1
2024-10-08;CIUDAD REAL;1
2024-10-08;GIPUZKOA;2
2024-10-09;CASTELLON;1
2024-10-09;GIPUZKOA;2
2024-10-09;TOLEDO;1
2024-10-10;ALICANTE;4
2024-10-10;GIPUZKOA;3
2024-10-11;ALBACETE;1
2024-10-12;CASTELLON;1
2024-10-12;CIUDAD REAL;1
2024-10-14;BIZKAIA;1
2024-10-14;CASTELLON;1
2024-10-14;GIPUZKOA;1
2024-10-15;BIZKAIA;1
2024-10-15;MADRID;1
2024-10-15;VALENCIA;1
2024-10-16;ASTURIAS;2
2024-10-16;CUENCA;1
2024-10-16;MADRID;1
2024-10-17;GIPUZKOA;3
2024-10-17;MADRID;1
2024-10-18;ALAVA;1
2024-10-18;BIZKAIA;1
2024-10-18;CASTELLON;1
2024-10-18;GIPUZKOA;1
2024-10-19;VALENCIA;1
2024-10-21;ASTURIAS;1
2024-10-21;BIZKAIA;1
2024-10-21;CUENCA;1
2024-10-22;ASTURIAS;1
2024-10-22;CUENCA;1
2024-10-22;GIPUZKOA;2
2024-10-22;LEON;1
2024-10-23;BIZKAIA;1
2024-10-23;MADRID;3
2024-10-24;BIZKAIA;1
2024-10-24;CUENCA;1
2024-10-24;GIPUZKOA;1
2024-10-24;MADRID;1
2024-10-24;TOLEDO;1
2024-10-25;ASTURIAS;1
2024-10-25;TOLEDO;1
2024-10-28;ALAVA;1
2024-10-28;ASTURIAS;1
2024-10-28;MADRID;1
2024-10-29;ALBACETE;1
2024-10-29;BIZKAIA;1
2024-10-29;CIUDAD REAL;1
2024-10-29;GIPUZKOA;1
