Fecha de solicitud,Provincia,Número de ampliaciones,Semana,Año,semana_año,Provincia_id
2021-08-19,SEGOVIA,1,33,2021,2021-W33,36
2021-08-20,CIUDAD REAL,1,33,2021,2021-W33,14
2021-08-20,GUADALAJARA,1,33,2021,2021-W33,20
2021-08-20,MADRID,10,33,2021,2021-W33,28
2021-08-20,PALENCIA,1,33,2021,2021-W33,33
2021-08-20,SEGOVIA,1,33,2021,2021-W33,36
2021-08-20,TOLEDO,3,33,2021,2021-W33,41
2021-08-20,VALLADOLID,2,33,2021,2021-W33,43
2021-08-20,ZAMORA,1,33,2021,2021-W33,44
2021-08-25,MADRID,2,34,2021,2021-W34,28
2021-08-25,TOLEDO,1,34,2021,2021-W34,41
2021-08-26,MADRID,1,34,2021,2021-W34,28
2021-08-26,ZAMORA,1,34,2021,2021-W34,44
2021-08-27,CIUDAD REAL,4,34,2021,2021-W34,14
2021-08-27,CUENCA,1,34,2021,2021-W34,16
2021-08-27,MADRID,4,34,2021,2021-W34,28
2021-08-27,PALENCIA,1,34,2021,2021-W34,33
2021-08-27,SALAMANCA,1,34,2021,2021-W34,35
2021-08-27,TOLEDO,6,34,2021,2021-W34,41
2021-08-27,VALLADOLID,3,34,2021,2021-W34,43
2021-08-30,VALLADOLID,1,35,2021,2021-W35,43
2021-08-31,PALENCIA,1,35,2021,2021-W35,33
2021-08-31,TOLEDO,2,35,2021,2021-W35,41
2021-09-01,TOLEDO,1,35,2021,2021-W35,41
2021-09-03,ALBACETE,2,35,2021,2021-W35,2
2021-09-03,CIUDAD REAL,5,35,2021,2021-W35,14
2021-09-03,GUADALAJARA,2,35,2021,2021-W35,20
2021-09-03,MADRID,4,35,2021,2021-W35,28
2021-09-03,PALENCIA,3,35,2021,2021-W35,33
2021-09-03,SALAMANCA,3,35,2021,2021-W35,35
2021-09-03,SEGOVIA,1,35,2021,2021-W35,36
2021-09-03,TOLEDO,10,35,2021,2021-W35,41
2021-09-03,VALLADOLID,3,35,2021,2021-W35,43
2021-09-03,ZAMORA,1,35,2021,2021-W35,44
2021-09-04,VALLADOLID,1,35,2021,2021-W35,43
2021-09-09,ALBACETE,1,36,2021,2021-W36,2
2021-09-09,MADRID,1,36,2021,2021-W36,28
2021-09-10,ALBACETE,1,36,2021,2021-W36,2
2021-09-10,AVILA,2,36,2021,2021-W36,6
2021-09-10,CIUDAD REAL,8,36,2021,2021-W36,14
2021-09-10,CUENCA,4,36,2021,2021-W36,16
2021-09-10,GUADALAJARA,1,36,2021,2021-W36,20
2021-09-10,MADRID,5,36,2021,2021-W36,28
2021-09-10,SALAMANCA,1,36,2021,2021-W36,35
2021-09-10,TOLEDO,9,36,2021,2021-W36,41
2021-09-10,VALLADOLID,1,36,2021,2021-W36,43
2021-09-13,PALENCIA,1,37,2021,2021-W37,33
2021-09-13,VALLADOLID,1,37,2021,2021-W37,43
2021-09-17,ALBACETE,2,37,2021,2021-W37,2
2021-09-17,CIUDAD REAL,1,37,2021,2021-W37,14
2021-09-17,MADRID,11,37,2021,2021-W37,28
2021-09-17,SALAMANCA,1,37,2021,2021-W37,35
2021-09-17,TOLEDO,12,37,2021,2021-W37,41
2021-09-17,VALLADOLID,3,37,2021,2021-W37,43
2021-09-17,ZAMORA,1,37,2021,2021-W37,44
2021-09-18,TOLEDO,2,37,2021,2021-W37,41
2021-09-21,MADRID,1,38,2021,2021-W38,28
2021-09-21,SALAMANCA,1,38,2021,2021-W38,35
2021-09-22,MADRID,1,38,2021,2021-W38,28
2021-09-22,TOLEDO,1,38,2021,2021-W38,41
2021-09-24,CIUDAD REAL,5,38,2021,2021-W38,14
2021-09-24,CUENCA,1,38,2021,2021-W38,16
2021-09-24,MADRID,7,38,2021,2021-W38,28
2021-09-24,TOLEDO,8,38,2021,2021-W38,41
2021-09-24,VALLADOLID,2,38,2021,2021-W38,43
2021-09-30,MADRID,1,39,2021,2021-W39,28
2021-09-30,TOLEDO,1,39,2021,2021-W39,41
2021-10-01,AVILA,1,39,2021,2021-W39,6
2021-10-01,CIUDAD REAL,1,39,2021,2021-W39,14
2021-10-01,MADRID,3,39,2021,2021-W39,28
2021-10-01,TOLEDO,4,39,2021,2021-W39,41
2021-10-01,VALLADOLID,1,39,2021,2021-W39,43
2021-10-04,MADRID,1,40,2021,2021-W40,28
2021-10-05,MADRID,5,40,2021,2021-W40,28
2021-10-05,ZAMORA,1,40,2021,2021-W40,44
2021-10-06,MADRID,2,40,2021,2021-W40,28
2021-10-06,PALENCIA,1,40,2021,2021-W40,33
2021-10-07,PALENCIA,1,40,2021,2021-W40,33
2021-10-07,ZAMORA,1,40,2021,2021-W40,44
2021-10-08,LEON,2,40,2021,2021-W40,25
2021-10-08,MADRID,4,40,2021,2021-W40,28
2021-10-08,PALENCIA,2,40,2021,2021-W40,33
2021-10-08,SALAMANCA,3,40,2021,2021-W40,35
2021-10-08,TOLEDO,9,40,2021,2021-W40,41
2021-10-08,VALLADOLID,2,40,2021,2021-W40,43
2021-10-13,CIUDAD REAL,1,41,2021,2021-W41,14
2021-10-14,MADRID,1,41,2021,2021-W41,28
2021-10-14,TOLEDO,1,41,2021,2021-W41,41
2021-10-15,ALBACETE,1,41,2021,2021-W41,2
2021-10-15,CIUDAD REAL,1,41,2021,2021-W41,14
2021-10-15,CUENCA,2,41,2021,2021-W41,16
2021-10-15,MADRID,2,41,2021,2021-W41,28
2021-10-15,SALAMANCA,1,41,2021,2021-W41,35
2021-10-15,TOLEDO,4,41,2021,2021-W41,41
2021-10-15,VALLADOLID,2,41,2021,2021-W41,43
2021-10-19,MADRID,1,42,2021,2021-W42,28
2021-10-19,TOLEDO,1,42,2021,2021-W42,41
2021-10-22,ALBACETE,2,42,2021,2021-W42,2
2021-10-22,AVILA,1,42,2021,2021-W42,6
2021-10-22,MADRID,3,42,2021,2021-W42,28
2021-10-22,SALAMANCA,2,42,2021,2021-W42,35
2021-10-22,TOLEDO,5,42,2021,2021-W42,41
2021-10-22,VALLADOLID,3,42,2021,2021-W42,43
2021-10-25,TOLEDO,1,43,2021,2021-W43,41
2021-10-27,MADRID,1,43,2021,2021-W43,28
2021-10-29,CUENCA,1,43,2021,2021-W43,16
2021-10-29,GUADALAJARA,1,43,2021,2021-W43,20
2021-10-29,MADRID,3,43,2021,2021-W43,28
2021-10-29,SALAMANCA,1,43,2021,2021-W43,35
2021-10-29,TOLEDO,3,43,2021,2021-W43,41
2021-10-29,VALLADOLID,1,43,2021,2021-W43,43
2021-11-03,AVILA,1,44,2021,2021-W44,6
2021-11-03,CIUDAD REAL,1,44,2021,2021-W44,14
2021-11-04,MADRID,3,44,2021,2021-W44,28
2021-11-05,GUADALAJARA,1,44,2021,2021-W44,20
2021-11-05,MADRID,6,44,2021,2021-W44,28
2021-11-05,TOLEDO,4,44,2021,2021-W44,41
2021-11-05,VALLADOLID,3,44,2021,2021-W44,43
2021-11-10,ZAMORA,1,45,2021,2021-W45,44
2021-11-12,ALBACETE,1,45,2021,2021-W45,2
2021-11-12,CUENCA,2,45,2021,2021-W45,16
2021-11-12,GUADALAJARA,1,45,2021,2021-W45,20
2021-11-12,LEON,1,45,2021,2021-W45,25
2021-11-12,MADRID,2,45,2021,2021-W45,28
2021-11-12,PALENCIA,2,45,2021,2021-W45,33
2021-11-12,SALAMANCA,1,45,2021,2021-W45,35
2021-11-12,TOLEDO,6,45,2021,2021-W45,41
2021-11-12,VALLADOLID,3,45,2021,2021-W45,43
2021-11-17,ALBACETE,2,46,2021,2021-W46,2
2021-11-19,ALBACETE,2,46,2021,2021-W46,2
2021-11-19,CIUDAD REAL,8,46,2021,2021-W46,14
2021-11-19,MADRID,1,46,2021,2021-W46,28
2021-11-19,TOLEDO,5,46,2021,2021-W46,41
2021-11-19,VALLADOLID,2,46,2021,2021-W46,43
2021-11-20,MADRID,1,46,2021,2021-W46,28
2021-11-20,VALLADOLID,1,46,2021,2021-W46,43
2021-11-22,TOLEDO,1,47,2021,2021-W47,41
2021-11-23,ALBACETE,1,47,2021,2021-W47,2
2021-11-23,VALLADOLID,1,47,2021,2021-W47,43
2021-11-26,ALBACETE,1,47,2021,2021-W47,2
2021-11-26,CIUDAD REAL,1,47,2021,2021-W47,14
2021-11-26,MADRID,2,47,2021,2021-W47,28
2021-11-26,SALAMANCA,1,47,2021,2021-W47,35
2021-11-26,TOLEDO,2,47,2021,2021-W47,41
2021-11-30,MADRID,1,48,2021,2021-W48,28
2021-12-01,TOLEDO,1,48,2021,2021-W48,41
2021-12-02,SORIA,1,48,2021,2021-W48,38
2021-12-03,CIUDAD REAL,2,48,2021,2021-W48,14
2021-12-03,GUADALAJARA,2,48,2021,2021-W48,20
2021-12-03,MADRID,5,48,2021,2021-W48,28
2021-12-03,PALENCIA,1,48,2021,2021-W48,33
2021-12-03,TOLEDO,4,48,2021,2021-W48,41
2021-12-03,VALLADOLID,5,48,2021,2021-W48,43
2021-12-08,MADRID,1,49,2021,2021-W49,28
2021-12-09,ALBACETE,1,49,2021,2021-W49,2
2021-12-09,MADRID,1,49,2021,2021-W49,28
2021-12-09,TOLEDO,1,49,2021,2021-W49,41
2021-12-10,AVILA,2,49,2021,2021-W49,6
2021-12-10,BURGOS,1,49,2021,2021-W49,10
2021-12-10,MADRID,6,49,2021,2021-W49,28
2021-12-10,TOLEDO,5,49,2021,2021-W49,41
2021-12-10,VALLADOLID,2,49,2021,2021-W49,43
2021-12-14,PALENCIA,1,50,2021,2021-W50,33
2021-12-15,TOLEDO,1,50,2021,2021-W50,41
2021-12-15,VALLADOLID,1,50,2021,2021-W50,43
2021-12-17,ALBACETE,1,50,2021,2021-W50,2
2021-12-17,CIUDAD REAL,4,50,2021,2021-W50,14
2021-12-17,CUENCA,1,50,2021,2021-W50,16
2021-12-17,GUADALAJARA,2,50,2021,2021-W50,20
2021-12-17,MADRID,7,50,2021,2021-W50,28
2021-12-21,TOLEDO,1,51,2021,2021-W51,41
2021-12-23,CIUDAD REAL,3,51,2021,2021-W51,14
2021-12-23,CUENCA,1,51,2021,2021-W51,16
2021-12-23,LEON,1,51,2021,2021-W51,25
2021-12-23,MADRID,6,51,2021,2021-W51,28
2021-12-23,PALENCIA,1,51,2021,2021-W51,33
2021-12-23,SALAMANCA,1,51,2021,2021-W51,35
2021-12-23,SORIA,2,51,2021,2021-W51,38
2021-12-23,TOLEDO,3,51,2021,2021-W51,41
2021-12-28,MADRID,1,52,2021,2021-W52,28
2021-12-29,TOLEDO,1,52,2021,2021-W52,41
2021-12-30,ALBACETE,1,52,2021,2021-W52,2
2021-12-30,CIUDAD REAL,7,52,2021,2021-W52,14
2021-12-30,CUENCA,1,52,2021,2021-W52,16
2021-12-30,MADRID,2,52,2021,2021-W52,28
2021-12-30,PALENCIA,1,52,2021,2021-W52,33
2021-12-30,SEGOVIA,1,52,2021,2021-W52,36
2021-12-30,TOLEDO,3,52,2021,2021-W52,41
2021-12-30,VALLADOLID,2,52,2021,2021-W52,43
2022-01-04,MADRID,1,1,2022,2022-W01,28
2022-01-07,GUADALAJARA,1,1,2022,2022-W01,20
2022-01-07,MADRID,1,1,2022,2022-W01,28
2022-01-07,PALENCIA,1,1,2022,2022-W01,33
2022-01-07,SEGOVIA,1,1,2022,2022-W01,36
2022-01-07,TOLEDO,11,1,2022,2022-W01,41
2022-01-07,VALLADOLID,2,1,2022,2022-W01,43
2022-01-07,ZAMORA,2,1,2022,2022-W01,44
2022-01-13,MADRID,1,2,2022,2022-W02,28
2022-01-14,ALBACETE,2,2,2022,2022-W02,2
2022-01-14,AVILA,2,2,2022,2022-W02,6
2022-01-14,CIUDAD REAL,2,2,2022,2022-W02,14
2022-01-14,CUENCA,1,2,2022,2022-W02,16
2022-01-14,MADRID,6,2,2022,2022-W02,28
2022-01-14,PALENCIA,1,2,2022,2022-W02,33
2022-01-14,SALAMANCA,1,2,2022,2022-W02,35
2022-01-14,TOLEDO,4,2,2022,2022-W02,41
2022-01-14,VALLADOLID,3,2,2022,2022-W02,43
2022-01-15,MADRID,1,2,2022,2022-W02,28
2022-01-20,MADRID,1,3,2022,2022-W03,28
2022-01-21,CUENCA,5,3,2022,2022-W03,16
2022-01-21,GUADALAJARA,1,3,2022,2022-W03,20
2022-01-21,MADRID,7,3,2022,2022-W03,28
2022-01-21,TOLEDO,3,3,2022,2022-W03,41
2022-01-21,VALLADOLID,3,3,2022,2022-W03,43
2022-01-25,CUENCA,1,4,2022,2022-W04,16
2022-01-25,TOLEDO,2,4,2022,2022-W04,41
2022-01-28,CUENCA,1,4,2022,2022-W04,16
2022-01-28,LEON,2,4,2022,2022-W04,25
2022-01-28,MADRID,1,4,2022,2022-W04,28
2022-01-28,SALAMANCA,1,4,2022,2022-W04,35
2022-01-28,TOLEDO,7,4,2022,2022-W04,41
2022-01-28,VALLADOLID,3,4,2022,2022-W04,43
2022-02-04,ALBACETE,1,5,2022,2022-W05,2
2022-02-04,CACERES,1,5,2022,2022-W05,11
2022-02-04,CIUDAD REAL,3,5,2022,2022-W05,14
2022-02-04,LEON,2,5,2022,2022-W05,25
2022-02-04,MADRID,3,5,2022,2022-W05,28
2022-02-04,SALAMANCA,2,5,2022,2022-W05,35
2022-02-04,SEGOVIA,1,5,2022,2022-W05,36
2022-02-04,TOLEDO,6,5,2022,2022-W05,41
2022-02-04,VALLADOLID,1,5,2022,2022-W05,43
2022-02-09,CUENCA,1,6,2022,2022-W06,16
2022-02-11,CIUDAD REAL,1,6,2022,2022-W06,14
2022-02-11,MADRID,8,6,2022,2022-W06,28
2022-02-11,TOLEDO,7,6,2022,2022-W06,41
2022-02-11,VALLADOLID,2,6,2022,2022-W06,43
2022-02-11,ZAMORA,1,6,2022,2022-W06,44
2022-02-18,CIUDAD REAL,2,7,2022,2022-W07,14
2022-02-18,CUENCA,1,7,2022,2022-W07,16
2022-02-18,LEON,1,7,2022,2022-W07,25
2022-02-18,MADRID,5,7,2022,2022-W07,28
2022-02-18,PALENCIA,1,7,2022,2022-W07,33
2022-02-18,TOLEDO,8,7,2022,2022-W07,41
2022-02-18,VALLADOLID,1,7,2022,2022-W07,43
2022-02-19,MADRID,1,7,2022,2022-W07,28
2022-02-22,MADRID,1,8,2022,2022-W08,28
2022-02-25,ALBACETE,2,8,2022,2022-W08,2
2022-02-25,AVILA,1,8,2022,2022-W08,6
2022-02-25,CIUDAD REAL,2,8,2022,2022-W08,14
2022-02-25,GUADALAJARA,1,8,2022,2022-W08,20
2022-02-25,LEON,1,8,2022,2022-W08,25
2022-02-25,MADRID,6,8,2022,2022-W08,28
2022-02-25,SALAMANCA,1,8,2022,2022-W08,35
2022-02-25,TOLEDO,6,8,2022,2022-W08,41
2022-02-25,VALLADOLID,1,8,2022,2022-W08,43
2022-02-26,MADRID,1,8,2022,2022-W08,28
2022-03-01,MADRID,1,9,2022,2022-W09,28
2022-03-04,ALBACETE,2,9,2022,2022-W09,2
2022-03-04,AVILA,1,9,2022,2022-W09,6
2022-03-04,CIUDAD REAL,3,9,2022,2022-W09,14
2022-03-04,GUADALAJARA,1,9,2022,2022-W09,20
2022-03-04,LEON,1,9,2022,2022-W09,25
2022-03-04,MADRID,4,9,2022,2022-W09,28
2022-03-04,SALAMANCA,1,9,2022,2022-W09,35
2022-03-04,SEGOVIA,1,9,2022,2022-W09,36
2022-03-04,TOLEDO,5,9,2022,2022-W09,41
2022-03-04,VALLADOLID,2,9,2022,2022-W09,43
2022-03-09,MADRID,3,10,2022,2022-W10,28
2022-03-10,MADRID,1,10,2022,2022-W10,28
2022-03-11,CIUDAD REAL,1,10,2022,2022-W10,14
2022-03-11,CUENCA,1,10,2022,2022-W10,16
2022-03-11,LEON,1,10,2022,2022-W10,25
2022-03-11,MADRID,8,10,2022,2022-W10,28
2022-03-11,PALENCIA,1,10,2022,2022-W10,33
2022-03-11,SEGOVIA,2,10,2022,2022-W10,36
2022-03-11,TOLEDO,6,10,2022,2022-W10,41
2022-03-11,VALLADOLID,1,10,2022,2022-W10,43
2022-03-18,AVILA,1,11,2022,2022-W11,6
2022-03-18,CIUDAD REAL,3,11,2022,2022-W11,14
2022-03-18,MADRID,6,11,2022,2022-W11,28
2022-03-18,SALAMANCA,1,11,2022,2022-W11,35
2022-03-18,SEGOVIA,1,11,2022,2022-W11,36
2022-03-18,TOLEDO,5,11,2022,2022-W11,41
2022-03-18,VALLADOLID,2,11,2022,2022-W11,43
2022-03-25,CIUDAD REAL,1,12,2022,2022-W12,14
2022-03-25,GUADALAJARA,1,12,2022,2022-W12,20
2022-03-25,MADRID,3,12,2022,2022-W12,28
2022-03-25,PALENCIA,1,12,2022,2022-W12,33
2022-03-25,SALAMANCA,1,12,2022,2022-W12,35
2022-03-25,TOLEDO,10,12,2022,2022-W12,41
2022-03-25,VALLADOLID,1,12,2022,2022-W12,43
2022-03-30,MADRID,1,13,2022,2022-W13,28
2022-04-01,ALBACETE,1,13,2022,2022-W13,2
2022-04-01,AVILA,1,13,2022,2022-W13,6
2022-04-01,CIUDAD REAL,3,13,2022,2022-W13,14
2022-04-01,CUENCA,1,13,2022,2022-W13,16
2022-04-01,GUADALAJARA,1,13,2022,2022-W13,20
2022-04-01,LEON,1,13,2022,2022-W13,25
2022-04-01,MADRID,2,13,2022,2022-W13,28
2022-04-01,PALENCIA,1,13,2022,2022-W13,33
2022-04-01,SALAMANCA,1,13,2022,2022-W13,35
2022-04-01,SEGOVIA,1,13,2022,2022-W13,36
2022-04-01,TOLEDO,6,13,2022,2022-W13,41
2022-04-01,VALLADOLID,1,13,2022,2022-W13,43
2022-04-02,MADRID,1,13,2022,2022-W13,28
2022-04-05,AVILA,1,14,2022,2022-W14,6
2022-04-06,VALLADOLID,1,14,2022,2022-W14,43
2022-04-07,PALENCIA,1,14,2022,2022-W14,33
2022-04-08,CIUDAD REAL,3,14,2022,2022-W14,14
2022-04-08,CUENCA,1,14,2022,2022-W14,16
2022-04-08,MADRID,6,14,2022,2022-W14,28
2022-04-08,TOLEDO,3,14,2022,2022-W14,41
2022-04-08,VALLADOLID,1,14,2022,2022-W14,43
2022-04-13,SALAMANCA,1,15,2022,2022-W15,35
2022-04-15,CIUDAD REAL,2,15,2022,2022-W15,14
2022-04-15,CUENCA,1,15,2022,2022-W15,16
2022-04-15,MADRID,5,15,2022,2022-W15,28
2022-04-15,PALENCIA,1,15,2022,2022-W15,33
2022-04-15,SALAMANCA,1,15,2022,2022-W15,35
2022-04-15,TOLEDO,7,15,2022,2022-W15,41
2022-04-15,VALLADOLID,1,15,2022,2022-W15,43
2022-04-19,MADRID,1,16,2022,2022-W16,28
2022-04-22,CUENCA,1,16,2022,2022-W16,16
2022-04-22,GUADALAJARA,1,16,2022,2022-W16,20
2022-04-22,MADRID,7,16,2022,2022-W16,28
2022-04-22,PALENCIA,1,16,2022,2022-W16,33
2022-04-22,TOLEDO,2,16,2022,2022-W16,41
2022-04-26,MADRID,2,17,2022,2022-W17,28
2022-04-26,TOLEDO,1,17,2022,2022-W17,41
2022-04-28,MADRID,1,17,2022,2022-W17,28
2022-04-29,CIUDAD REAL,2,17,2022,2022-W17,14
2022-04-29,MADRID,4,17,2022,2022-W17,28
2022-04-29,PALENCIA,1,17,2022,2022-W17,33
2022-04-29,SALAMANCA,1,17,2022,2022-W17,35
2022-04-29,SEGOVIA,1,17,2022,2022-W17,36
2022-04-29,TOLEDO,5,17,2022,2022-W17,41
2022-04-29,VALLADOLID,3,17,2022,2022-W17,43
2022-05-04,TOLEDO,1,18,2022,2022-W18,41
2022-05-06,BURGOS,1,18,2022,2022-W18,10
2022-05-06,CIUDAD REAL,2,18,2022,2022-W18,14
2022-05-06,MADRID,4,18,2022,2022-W18,28
2022-05-06,PALENCIA,1,18,2022,2022-W18,33
2022-05-06,SALAMANCA,1,18,2022,2022-W18,35
2022-05-06,SEGOVIA,1,18,2022,2022-W18,36
2022-05-06,TOLEDO,6,18,2022,2022-W18,41
2022-05-06,ZAMORA,1,18,2022,2022-W18,44
2022-05-11,MADRID,1,19,2022,2022-W19,28
2022-05-11,TOLEDO,1,19,2022,2022-W19,41
2022-05-13,ALBACETE,1,19,2022,2022-W19,2
2022-05-13,AVILA,1,19,2022,2022-W19,6
2022-05-13,CIUDAD REAL,2,19,2022,2022-W19,14
2022-05-13,CUENCA,1,19,2022,2022-W19,16
2022-05-13,LEON,1,19,2022,2022-W19,25
2022-05-13,MADRID,9,19,2022,2022-W19,28
2022-05-13,PALENCIA,2,19,2022,2022-W19,33
2022-05-13,TOLEDO,3,19,2022,2022-W19,41
2022-05-20,AVILA,2,20,2022,2022-W20,6
2022-05-20,CUENCA,1,20,2022,2022-W20,16
2022-05-20,LEON,1,20,2022,2022-W20,25
2022-05-20,MADRID,4,20,2022,2022-W20,28
2022-05-20,PALENCIA,1,20,2022,2022-W20,33
2022-05-20,SALAMANCA,1,20,2022,2022-W20,35
2022-05-20,TOLEDO,7,20,2022,2022-W20,41
2022-05-20,VALLADOLID,2,20,2022,2022-W20,43
2022-05-26,MADRID,1,21,2022,2022-W21,28
2022-05-27,ALBACETE,1,21,2022,2022-W21,2
2022-05-27,CIUDAD REAL,5,21,2022,2022-W21,14
2022-05-27,CUENCA,1,21,2022,2022-W21,16
2022-05-27,GUADALAJARA,1,21,2022,2022-W21,20
2022-05-27,MADRID,3,21,2022,2022-W21,28
2022-05-27,SALAMANCA,2,21,2022,2022-W21,35
2022-05-27,TOLEDO,3,21,2022,2022-W21,41
2022-05-27,VALLADOLID,2,21,2022,2022-W21,43
2022-05-31,TOLEDO,1,22,2022,2022-W22,41
2022-06-03,AVILA,1,22,2022,2022-W22,6
2022-06-03,CIUDAD REAL,1,22,2022,2022-W22,14
2022-06-03,CUENCA,1,22,2022,2022-W22,16
2022-06-03,GUADALAJARA,2,22,2022,2022-W22,20
2022-06-03,LEON,2,22,2022,2022-W22,25
2022-06-03,MADRID,6,22,2022,2022-W22,28
2022-06-03,TOLEDO,4,22,2022,2022-W22,41
2022-06-03,VALLADOLID,1,22,2022,2022-W22,43
2022-06-07,SORIA,1,23,2022,2022-W23,38
2022-06-10,ALBACETE,1,23,2022,2022-W23,2
2022-06-10,CIUDAD REAL,2,23,2022,2022-W23,14
2022-06-10,GUADALAJARA,1,23,2022,2022-W23,20
2022-06-10,MADRID,8,23,2022,2022-W23,28
2022-06-10,TOLEDO,7,23,2022,2022-W23,41
2022-06-15,GUADALAJARA,1,24,2022,2022-W24,20
2022-06-17,CIUDAD REAL,3,24,2022,2022-W24,14
2022-06-17,GUADALAJARA,1,24,2022,2022-W24,20
2022-06-17,LEON,1,24,2022,2022-W24,25
2022-06-17,MADRID,2,24,2022,2022-W24,28
2022-06-17,SALAMANCA,1,24,2022,2022-W24,35
2022-06-17,TOLEDO,6,24,2022,2022-W24,41
2022-06-17,ZAMORA,1,24,2022,2022-W24,44
2022-06-20,TOLEDO,1,25,2022,2022-W25,41
2022-06-22,MADRID,1,25,2022,2022-W25,28
2022-06-23,TOLEDO,1,25,2022,2022-W25,41
2022-06-24,CUENCA,1,25,2022,2022-W25,16
2022-06-24,MADRID,5,25,2022,2022-W25,28
2022-06-24,SALAMANCA,1,25,2022,2022-W25,35
2022-06-24,TOLEDO,8,25,2022,2022-W25,41
2022-06-24,VALLADOLID,4,25,2022,2022-W25,43
2022-06-29,MADRID,1,26,2022,2022-W26,28
2022-06-29,VALLADOLID,1,26,2022,2022-W26,43
2022-06-30,PALENCIA,1,26,2022,2022-W26,33
2022-07-01,AVILA,1,26,2022,2022-W26,6
2022-07-01,CIUDAD REAL,2,26,2022,2022-W26,14
2022-07-01,GUADALAJARA,1,26,2022,2022-W26,20
2022-07-01,LEON,2,26,2022,2022-W26,25
2022-07-01,PALENCIA,1,26,2022,2022-W26,33
2022-07-01,SEGOVIA,1,26,2022,2022-W26,36
2022-07-01,TOLEDO,7,26,2022,2022-W26,41
2022-07-04,CIUDAD REAL,1,27,2022,2022-W27,14
2022-07-06,VALLADOLID,1,27,2022,2022-W27,43
2022-07-08,ALBACETE,1,27,2022,2022-W27,2
2022-07-08,AVILA,2,27,2022,2022-W27,6
2022-07-08,CUENCA,3,27,2022,2022-W27,16
2022-07-08,MADRID,2,27,2022,2022-W27,28
2022-07-08,TOLEDO,2,27,2022,2022-W27,41
2022-07-13,MADRID,1,28,2022,2022-W28,28
2022-07-14,ZAMORA,1,28,2022,2022-W28,44
2022-07-15,CIUDAD REAL,1,28,2022,2022-W28,14
2022-07-15,CUENCA,1,28,2022,2022-W28,16
2022-07-15,GUADALAJARA,2,28,2022,2022-W28,20
2022-07-15,TOLEDO,7,28,2022,2022-W28,41
2022-07-15,VALLADOLID,1,28,2022,2022-W28,43
2022-07-15,ZAMORA,1,28,2022,2022-W28,44
2022-07-18,MADRID,2,29,2022,2022-W29,28
2022-07-21,CIUDAD REAL,1,29,2022,2022-W29,14
2022-07-22,ALBACETE,2,29,2022,2022-W29,2
2022-07-22,AVILA,1,29,2022,2022-W29,6
2022-07-22,MADRID,6,29,2022,2022-W29,28
2022-07-22,TOLEDO,3,29,2022,2022-W29,41
2022-07-22,ZAMORA,1,29,2022,2022-W29,44
2022-07-28,MADRID,2,30,2022,2022-W30,28
2022-07-29,AVILA,1,30,2022,2022-W30,6
2022-07-29,BIZKAIA,1,30,2022,2022-W30,9
2022-07-29,CIUDAD REAL,1,30,2022,2022-W30,14
2022-07-29,LEON,1,30,2022,2022-W30,25
2022-07-29,MADRID,3,30,2022,2022-W30,28
2022-07-29,SALAMANCA,1,30,2022,2022-W30,35
2022-07-29,TOLEDO,5,30,2022,2022-W30,41
2022-07-29,VALLADOLID,1,30,2022,2022-W30,43
2022-08-05,BIZKAIA,1,31,2022,2022-W31,9
2022-08-05,CIUDAD REAL,2,31,2022,2022-W31,14
2022-08-05,CUENCA,2,31,2022,2022-W31,16
2022-08-05,MADRID,4,31,2022,2022-W31,28
2022-08-05,TOLEDO,7,31,2022,2022-W31,41
2022-08-12,CIUDAD REAL,1,32,2022,2022-W32,14
2022-08-12,MADRID,5,32,2022,2022-W32,28
2022-08-12,TOLEDO,5,32,2022,2022-W32,41
2022-08-12,VALLADOLID,2,32,2022,2022-W32,43
2022-08-18,PALENCIA,1,33,2022,2022-W33,33
2022-08-19,CIUDAD REAL,1,33,2022,2022-W33,14
2022-08-19,CUENCA,2,33,2022,2022-W33,16
2022-08-19,MADRID,4,33,2022,2022-W33,28
2022-08-19,TOLEDO,5,33,2022,2022-W33,41
2022-08-25,MADRID,1,34,2022,2022-W34,28
2022-08-25,PALENCIA,1,34,2022,2022-W34,33
2022-08-26,CIUDAD REAL,4,34,2022,2022-W34,14
2022-08-26,GUADALAJARA,3,34,2022,2022-W34,20
2022-08-26,MADRID,3,34,2022,2022-W34,28
2022-08-26,TOLEDO,3,34,2022,2022-W34,41
2022-08-26,VALLADOLID,1,34,2022,2022-W34,43
2022-08-30,TOLEDO,1,35,2022,2022-W35,41
2022-09-02,ALBACETE,1,35,2022,2022-W35,2
2022-09-02,AVILA,1,35,2022,2022-W35,6
2022-09-02,CIUDAD REAL,2,35,2022,2022-W35,14
2022-09-02,LEON,1,35,2022,2022-W35,25
2022-09-02,MADRID,5,35,2022,2022-W35,28
2022-09-02,SORIA,1,35,2022,2022-W35,38
2022-09-02,TOLEDO,9,35,2022,2022-W35,41
2022-09-02,VALLADOLID,1,35,2022,2022-W35,43
2022-09-07,SORIA,1,36,2022,2022-W36,38
2022-09-07,TOLEDO,1,36,2022,2022-W36,41
2022-09-09,AVILA,1,36,2022,2022-W36,6
2022-09-09,CIUDAD REAL,1,36,2022,2022-W36,14
2022-09-09,GUADALAJARA,3,36,2022,2022-W36,20
2022-09-09,LEON,1,36,2022,2022-W36,25
2022-09-09,MADRID,6,36,2022,2022-W36,28
